Tabela_ID;Titulo_Tabela;Categoria;Brasil;Norte;Nordeste;Sudeste;Sul;Centro-Oeste
1.3.1.1;"Tabela 1.3.1.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";50 a 54 anos;0.9;2.5;1.9;1.6;2;2.5
1.3.1.1;"Tabela 1.3.1.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";55 a 59 anos;1;2.9;2.3;1.7;2.3;2.8
1.3.1.1;"Tabela 1.3.1.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";60 anos ou mais;1;2.5;1.8;1.6;1.9;2.5
1.3.1.1;"Tabela 1.3.1.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";Homens;0.3;1.1;0.8;0.4;0.7;0.7
1.3.1.1;"Tabela 1.3.1.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";10 a 14 anos;1.4;3.9;2.5;2.4;3.4;3.5
1.3.1.1;"Tabela 1.3.1.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";15 a 17 anos;1.3;3.3;2.5;2.3;3.2;3.5
1.3.1.1;"Tabela 1.3.1.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";18 ou 19 anos;1.5;4;3;2.5;4.2;4.2
1.3.1.1;"Tabela 1.3.1.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";20 a 24 anos;1.1;2.8;2;1.8;2.6;2.7
1.3.1.1;"Tabela 1.3.1.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";25 a 29 anos;1;2.6;1.8;1.8;2.6;2.9
1.3.1.1;"Tabela 1.3.1.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";30 a 34 anos;1;2.5;1.9;1.8;2.3;2.7
1.3.1.1;"Tabela 1.3.1.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";35 a 39 anos;1;2.7;2.1;1.6;2.2;2.8
1.3.1.1;"Tabela 1.3.1.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";40 a 44 anos;1.1;2.8;2.2;1.8;2.6;2.7
1.3.1.1;"Tabela 1.3.1.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";45 a 49 anos;1.2;2.8;2.5;1.9;2.7;2.9
1.3.1.1;"Tabela 1.3.1.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";50 a 54 anos;1.2;3.2;2.3;2;2.8;3.2
1.3.1.1;"Tabela 1.3.1.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";55 a 59 anos;1.4;3.8;2.9;2.1;3.2;3.7
1.3.1.1;"Tabela 1.3.1.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";60 anos ou mais;1.1;3;2.2;1.8;2.3;2.9
1.3.1.1;"Tabela 1.3.1.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";Mulheres;0.3;1.1;0.8;0.4;0.7;0.7
1.3.1.1;"Tabela 1.3.1.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";10 a 14 anos;1.4;3.4;2.6;2.4;3.1;3.4
1.3.1.1;"Tabela 1.3.1.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";15 a 17 anos;1.3;3.5;2.2;2.2;3.1;3.5
1.3.1.1;"Tabela 1.3.1.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";18 ou 19 anos;1.5;3.9;2.8;2.7;3.9;4.7
1.3.1.1;"Tabela 1.3.1.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";20 a 24 anos;1;2.6;1.9;1.8;2.7;2.9
1.3.1.1;"Tabela 1.3.1.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";25 a 29 anos;1;2.6;1.8;1.7;2.4;2.8
1.3.1.1;"Tabela 1.3.1.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";30 a 34 anos;1;2.5;1.9;1.6;2.4;2.7
1.3.1.1;"Tabela 1.3.1.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";35 a 39 anos;1;2.1;1.8;1.7;2.5;2.4
1.3.1.1;"Tabela 1.3.1.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";40 a 44 anos;1;2.6;2;1.7;2.4;2.6
1.3.1.1;"Tabela 1.3.1.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";45 a 49 anos;1.1;3.2;2.1;1.8;2.6;2.6
1.3.1.1;"Tabela 1.3.1.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";50 a 54 anos;1.2;3.2;2.4;1.9;2.4;3.4
1.3.1.1;"Tabela 1.3.1.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";55 a 59 anos;1.3;3.8;2.7;2.1;2.8;3.4
1.3.1.1;"Tabela 1.3.1.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";60 anos ou mais;1.1;2.9;2.1;1.8;2.2;2.8
;;;;;;;;
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";Total;0.8;1.9;1.5;1.4;2.3;3.1
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";10 a 14 anos;1.2;2.2;1.9;2.5;3.9;4.1
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";15 a 17 anos;2.2;4.4;3.5;4.7;7.3;7.2
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";18 ou 19 anos;3;6.1;4.5;6.6;9.9;12.6
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";20 a 24 anos;2.4;4.2;3.8;5.2;8.8;9.6
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";25 a 29 anos;2.6;4.6;4;5.5;9.4;8.4
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";30 a 34 anos;2.5;5.5;3.7;5.4;7.7;8.2
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";35 a 39 anos;2.3;4.3;3.5;4.8;7.1;9.6
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";40 a 44 anos;2.1;4.8;3;4.3;6.1;8.8
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";45 a 49 anos;2.1;4.5;3.3;3.9;6.2;7.2
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";50 a 54 anos;1.9;5.2;3;3.5;5.3;8.3
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";55 a 59 anos;2;5.5;3.1;3.5;5.4;7.4
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";60 anos ou mais;1.1;3;1.8;1.7;2.9;3.8
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";Homens;0.9;2.1;1.5;1.7;2.5;3.4
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";10 a 14 anos;1.5;2.7;2.3;3.1;4.6;4.7
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";15 a 17 anos;2.8;5.7;4.3;6;8.1;9.7
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";18 ou 19 anos;3.7;7.9;5.4;8.1;12.9;14.7
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";20 a 24 anos;3;5;4.9;6.4;10.7;10.8
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";25 a 29 anos;3.1;6;4.6;7;10.9;11.8
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";30 a 34 anos;3.1;5.8;4.6;6.9;9.3;10.7
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";35 a 39 anos;2.9;6.4;4.4;6;10.5;11.4
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";40 a 44 anos;2.7;6.1;3.8;5.6;8.7;12.6
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";45 a 49 anos;2.6;6.5;3.8;5.3;8.1;10.4
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";50 a 54 anos;2.6;6;4;4.9;7.9;10
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";55 a 59 anos;2.7;7.2;4.2;5;7.7;11.7
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";60 anos ou mais;1.3;3.4;2.2;2.3;3.6;4.8
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";Mulheres;0.9;2.1;1.7;1.5;2.6;3.3
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";10 a 14 anos;1.6;3.1;2.6;3.4;5.1;5.1
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";15 a 17 anos;3;4.9;4.6;7;11.3;11.1
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";18 ou 19 anos;4.5;8.2;6.8;10.7;13.2;20.7
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";20 a 24 anos;3.3;5.7;4.8;8.4;12.2;13.3
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";25 a 29 anos;3.4;6.1;5.2;7.5;12.9;11.3
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";30 a 34 anos;3.1;6.9;4.4;7.3;10.6;11.1
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";35 a 39 anos;3;4.8;4.5;6.8;9.3;11.8
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";40 a 44 anos;2.8;5.7;4.3;5.8;8.1;10.5
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";45 a 49 anos;2.9;6.2;4.8;5.1;8;10.6
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";50 a 54 anos;2.6;6.9;4.2;4.7;6.6;10.9
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";55 a 59 anos;2.5;6.3;3.9;4.3;6.7;8.6
1.3.2.1;"Tabela 1.3.2.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de idade - 2015";60 anos ou mais;1.2;3.4;2.1;1.9;3.2;4.4
;;;;;;;;
1.3.3.1;"Tabela 1.3.3.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo a situação do domicílio; o sexo e a posse de telefone móvel celular para uso pessoal - 2015";Total;0.1;0.2;0.2;0.1;0.2;0.2
1.3.3.1;"Tabela 1.3.3.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo a situação do domicílio; o sexo e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.3;1;0.7;0.3;0.5;0.5
1.3.3.1;"Tabela 1.3.3.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo a situação do domicílio; o sexo e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;0.8;1.9;1.5;1.4;2.3;3.1
1.3.3.1;"Tabela 1.3.3.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo a situação do domicílio; o sexo e a posse de telefone móvel celular para uso pessoal - 2015";Homens;0.2;0.4;0.3;0.3;0.5;0.5
1.3.3.1;"Tabela 1.3.3.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo a situação do domicílio; o sexo e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.3;1.1;0.8;0.4;0.7;0.7
1.3.3.1;"Tabela 1.3.3.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo a situação do domicílio; o sexo e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;0.9;2.1;1.5;1.7;2.5;3.4
1.3.3.1;"Tabela 1.3.3.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo a situação do domicílio; o sexo e a posse de telefone móvel celular para uso pessoal - 2015";Mulheres;0.2;0.4;0.3;0.3;0.4;0.5
1.3.3.1;"Tabela 1.3.3.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo a situação do domicílio; o sexo e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.3;1.1;0.8;0.4;0.7;0.7
1.3.3.1;"Tabela 1.3.3.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo a situação do domicílio; o sexo e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;0.9;2.1;1.7;1.5;2.6;3.3
1.3.3.1;"Tabela 1.3.3.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo a situação do domicílio; o sexo e a posse de telefone móvel celular para uso pessoal - 2015";Urbana;0.4;1.5;1.2;0.5;1.2;1
1.3.3.1;"Tabela 1.3.3.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo a situação do domicílio; o sexo e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.5;1.5;1.2;0.6;1.3;1.1
1.3.3.1;"Tabela 1.3.3.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo a situação do domicílio; o sexo e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;1;3;2;1.5;2.5;2.7
1.3.3.1;"Tabela 1.3.3.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo a situação do domicílio; o sexo e a posse de telefone móvel celular para uso pessoal - 2015";Homens;0.5;1.5;1.2;0.6;1.2;1.1
1.3.3.1;"Tabela 1.3.3.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo a situação do domicílio; o sexo e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.5;1.5;1.3;0.7;1.3;1.2
1.3.3.1;"Tabela 1.3.3.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo a situação do domicílio; o sexo e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;1.1;3.2;2.1;1.8;2.7;3.3
1.3.3.1;"Tabela 1.3.3.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo a situação do domicílio; o sexo e a posse de telefone móvel celular para uso pessoal - 2015";Mulheres;0.5;1.5;1.2;0.6;1.2;1
1.3.3.1;"Tabela 1.3.3.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo a situação do domicílio; o sexo e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.5;1.6;1.3;0.7;1.3;1.1
1.3.3.1;"Tabela 1.3.3.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo a situação do domicílio; o sexo e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;1.1;3;2.2;1.6;2.9;3.2
1.3.3.1;"Tabela 1.3.3.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo a situação do domicílio; o sexo e a posse de telefone móvel celular para uso pessoal - 2015";Rural;2.4;4.4;3.2;7.3;7.2;8.4
1.3.3.1;"Tabela 1.3.3.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo a situação do domicílio; o sexo e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;2.9;6.5;3.7;7.9;7.9;9.1
1.3.3.1;"Tabela 1.3.3.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo a situação do domicílio; o sexo e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;2.7;4.8;3.7;7.9;8.4;11.2
1.3.3.1;"Tabela 1.3.3.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo a situação do domicílio; o sexo e a posse de telefone móvel celular para uso pessoal - 2015";Homens;2.4;4.4;3.2;7.4;7.3;8.5
1.3.3.1;"Tabela 1.3.3.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo a situação do domicílio; o sexo e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;3;6.4;3.8;7.8;8;9.2
